time,power,soc,current,voltage,output,loss,temp,warning
63.8,0.0,47.268926780268586,-7.407630771070854e-14,379.4310843662478,-2.8106853760521985e-11,7.354375960447086e-28,60,
63.9,0.0,47.268926780268586,-7.092412440386988e-14,379.42026927093247,-2.6910050379121422e-11,6.741788736942691e-28,60,
64.0,0.0,47.268926780268586,3.4674016375225276e-14,379.40948980903573,1.3155650862554372e-11,1.611370740089019e-28,60,
64.1,0.0,47.268926780268586,-4.4130566295741255e-14,379.39874586315307,-1.6743081506834965e-11,2.6101542566729358e-28,60,
64.2,0.0,47.268926780268586,9.929377416541783e-14,379.3880373162668,3.767087009834251e-11,1.3213905924408616e-27,60,
64.3,0.0,47.268926780268586,-8.668504093806318e-14,379.3773640517449,-3.288634233380001e-11,1.0071067125555652e-27,60,
64.4,0.0,47.268926780268586,-3.7826199682063936e-14,379.36672595333954,-1.4350001528641848e-11,1.9176643518416132e-28,60,
64.5,0.0,47.268926780268586,5.989148282993457e-14,379.3561229051858,2.2720200721406484e-11,4.807477993157805e-28,60,
64.6,0.0,47.268926780268586,-1.8913099841031968e-14,379.3455547918008,-7.1746003520289916e-12,4.7941608796033514e-29,60,
64.7,0.0,47.268926780268586,7.880458267096654e-14,379.33502149808186,2.989333806163846e-11,8.323195971534779e-28,60,
64.8,0.0,47.268926780268586,-4.4130566295741255e-14,379.3245229093057,-1.6739806005849537e-11,2.6101542566729358e-28,60,
64.9,0.0,47.268926780268586,-1.5760916534193306e-15,379.3140589111269,-5.978337222744354e-13,3.3292783886139115e-31,60,
65.0,0.0,47.268926780268586,1.7337008187612638e-14,379.30362938957694,6.575990128318285e-12,4.028426850222261e-29,60,
65.1,0.0,47.268926780268586,4.4130566295741255e-14,379.2932342310627,1.6738425218760027e-11,2.6101542566729358e-28,60,
65.2,0.0,47.268926780268586,1.8913099841031968e-14,379.28287332236533,7.173414851139376e-12,4.794160879604033e-29,60,
